Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,DTR Rating,# of Reviews,Mobility,Recovery,Resilience,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11
Midnight Exigent Helm,2193087628,"""6917529061590895320""",,Legendary,Helmet,ep,Titan,380,,,Vault,true,false,1,3,,N/A,N/A,1,1,1,,Mobile Titan Armor*,Mobility Enhancement Mod,Restorative Mod*,Self-Repairing Mod*,Midnight Talons*,Masterwork Armor*,,,,,,
Vigil of Heroes,1247181362,"""6917529073293178697""",,Legendary,Gauntlets,strikes,Hunter,455,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Vanguard Veteran*,Shotgun Loader*,Fastball,Fusion Rifle Scavenger*,Special Ammo Finder,,,
Atonement Tau,2822491218,"""6917529096407737164""",,Rare,Leg Armor,,Warlock,724,,,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Metallic Sunrise*,Traction*,,,,,,,,,
Tangled Web Gloves,2502004600,"""6917529096651700449""",,Legendary,Gauntlets,,Warlock,723,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Fastball*,Momentum Transfer,Grenade Launcher Scavenger*,Shotgun Scavenger,,,,
Gauntlets of the Emperor's Champion,1879942842,"""6917529052566401285""",,Legendary,Gauntlets,calus,Titan,380,,,Vault,true,false,1,1,,N/A,N/A,0,2,1,,Restorative Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Striking Hand,Shielding Hand,Giving Hand*,Midnight Talons*,Masterwork Armor*,,,,
Illicit Collector Gloves,3271153032,"""6917529094436382269""",,Legendary,Gauntlets,gambitprime,Warlock,693,Void Damage Resistance,1,Vault,true,false,2,6,,N/A,N/A,1,1,1,,Collector +1*,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Rocket Launcher Loader*,Impact Induction,Sword Scavenger*,Special Ammo Finder,,,
Scatterhorn Robe,1250571424,"""6917529079586740222""",,Legendary,Chest Armor,tangled,Warlock,583,Solar Damage Resistance,2,Vault,false,false,2,4,,5,1,0,3,1,,Restorative Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Tier 2 Armor*,Tangled Rust*,Unflinching Auto Rifle Aim*,Unflinching Sniper Aim,Sidearm Reserves,Special Ammo Finder*,,,
Midnight Exigent Gauntlets,1388962117,"""6917529060533561559""",,Legendary,Gauntlets,ep,Titan,380,,,Vault,true,false,1,3,,N/A,N/A,0,2,1,,Restorative Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Impact Absorption Mod*,Midnight Talons*,Masterwork Armor*,,,,,,
Vigil of Heroes,1007759904,"""6917529080243635282""",,Legendary,Leg Armor,strikes,Titan,558,Void Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Vanguard Veteran*,Outreach*,Dynamo,Arrow Scavenger*,Pulse Rifle Scavenger,,,
Illicit Collector Gloves,3271153032,"""6917529094436382531""",,Legendary,Gauntlets,gambitprime,Warlock,713,Arc Damage Resistance,3,Vault,true,false,2,6,,N/A,N/A,1,1,1,,Collector +1*,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,Fastball,Energy Weapon Loader*,Grenade Launcher Scavenger,Shotgun Scavenger*,,,
Illicit Sentry Robes,2765681916,"""6917529094433433064""",,Legendary,Chest Armor,gambitprime,Warlock,690,Solar Damage Resistance,1,Vault,true,false,2,6,,N/A,N/A,2,1,1,,Sentry +1*,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Shotgun Aim*,Unflinching Rifle Aim,Auto Rifle Reserves*,Primary Ammo Finder,,,
Ancient Apocalypse Gloves,2440840551,"""6917529095371466210""",,Legendary,Gauntlets,gambit,Warlock,750,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Gambit Leather*,Bow Reloader*,Fastball,Shotgun Scavenger*,Heavy Ammo Finder,,,
Vigil of Heroes,2442309039,"""6917529095184162814""",,Legendary,Gauntlets,strikes,Warlock,747,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Vanguard Veteran*,Linear Fusion Rifle Loader*,Impact Induction,Special Ammo Finder,Heavy Ammo Finder*,,,
Midnight Exigent Plate,2462354715,"""6917529061008804987""",,Legendary,Chest Armor,ep,Titan,380,,,Vault,true,false,1,3,,N/A,N/A,0,2,2,,Heavy Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Solar Impact Mod*,Midnight Talons*,Masterwork Armor*,,,,,,
Reverie Dawn Boots,188778964,"""6917529095299723276""",,Legendary,Leg Armor,dreaming,Warlock,750,Solar Damage Resistance,3,Vault,false,false,2,4,,5,3,2,1,0,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Riven's Curse*,Tier 3 Armor*,Burnished Dreams*,Perpetuation*,Traction,Dynamo,Auto Rifle Scavenger*,Pulse Rifle Scavenger,
Wing Theorem,997903134,"""6917529095531837788""",,Legendary,Chest Armor,crucible,Warlock,726,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,2,2,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Crucible Legacy*,Unflinching Sidearm Aim*,Unflinching Sniper Aim,Auto Rifle Reserves*,Special Ammo Finder,,,
Cuirass of the Emperor's Champion,1876645652,"""6917529059229892592""",,Legendary,Chest Armor,calus,Titan,380,,,Vault,true,false,1,1,,N/A,N/A,2,1,1,,Mobile Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Heavy Hitter*,Midnight Talons*,Masterwork Armor*,,,,,,
Prodigal Robes,1553407343,"""6917529095373658997""",,Legendary,Chest Armor,,Warlock,724,Arc Damage Resistance,3,Vault,false,false,2,4,,5,1,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 3 Armor*,Unflinching Auto Rifle Aim*,Unflinching Fusion Rifle Aim,Pulse Rifle Reserves*,Primary Ammo Finder,,,,
Reverie Dawn Tabard,2859583726,"""6917529095290063128""",,Legendary,Chest Armor,dreaming,Warlock,722,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Riven's Curse*,Tier 2 Armor*,Burnished Dreams*,Unflinching Linear Fusion Aim*,Unflinching Pulse Rifle Aim,Unflinching Sniper Aim,Bow Reserves*,Scout Rifle Reserves,
Vigil of Heroes,2442309039,"""6917529096651693725""",,Legendary,Gauntlets,strikes,Warlock,750,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Vanguard Veteran*,Bow Reloader*,Impact Induction,Linear Fusion Rifle Scavenger*,Machine Gun Scavenger,,,
Scatterhorn Gauntlets,3066181671,"""6917529080457055092""",,Legendary,Gauntlets,tangled,Titan,597,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,3,,Heavy Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,Tangled Rust*,Fusion Rifle Loader*,Grenade Launcher Loader,Special Ammo Finder,Heavy Ammo Finder*,,,
Phoenix Strife Type 0,1484937602,"""6917529065756912738""",,Legendary,Leg Armor,crucible,Titan,380,,,Vault,false,false,1,1,,N/A,N/A,2,1,0,,Restorative Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Phoenix Battle Ornament,Masterwork Upgrade*,,,,,,,
Vigil of Heroes,3213912958,"""6917529096651698404""",,Legendary,Helmet,strikes,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Vanguard Veteran*,Linear Fusion Rifle Targeting*,Pulse Rifle Targeting,Rocket Launcher Reserves*,Special Ammo Finder,,,
Greaves of the Emperor's Champion,288406316,"""6917529056840425136""",,Legendary,Leg Armor,calus,Titan,380,,,Vault,true,false,1,1,,N/A,N/A,1,1,1,,Mobile Titan Armor*,Mobility Enhancement Mod,Restorative Mod*,Self-Repairing Mod*,Energized,Midnight Talons*,Masterwork Armor*,,,,,
Wing Theorem,4264096388,"""6917529095186380871""",,Legendary,Leg Armor,crucible,Warlock,748,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Crucible Metallic*,Traction*,Bomber,Auto Rifle Scavenger*,Scout Rifle Scavenger,,,
Devastation Complex,2932121030,"""6917529085381982362""",,Legendary,Chest Armor,,Titan,605,,,Vault,false,false,1,1,,5,3,2,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork Upgrade*,,,,,,,,
Midnight Exigent Greaves,1736188615,"""6917529060536433687""",,Legendary,Leg Armor,ep,Titan,380,,,Vault,true,false,1,3,,N/A,N/A,1,2,0,,Restorative Titan Armor*,Mobility Enhancement Mod,Restorative Mod*,Self-Repairing Mod*,Midnight Talons*,Masterwork Armor*,,,,,,
Prodigal Steps,2767830203,"""6917529095541734633""",,Legendary,Leg Armor,,Warlock,734,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,1,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Fusion Rifle Dexterity*,Sniper Rifle Dexterity,Hand Cannon Scavenger*,Special Ammo Finder,,,,
Insight Vikti Boots,3973570110,"""6917529095292404962""",,Legendary,Leg Armor,,Warlock,730,,,Vault,false,false,1,3,,N/A,N/A,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork Upgrade*,,,,,,,,
Mark of the Emperor's Champion,574137193,"""6917529056840422036""",,Legendary,Titan Mark,calus,Titan,380,,,Vault,true,false,1,1,,N/A,N/A,0,0,0,,Emperor's Shock,Emperor's Blaze*,Emperor's Balance,,,,,,,,,
Midnight Exigent Mark,819174194,"""6917529060444975794""",,Legendary,Titan Mark,ep,Titan,380,,,Vault,true,false,1,3,,N/A,N/A,0,0,0,,Solar Ordnance Mod*,,,,,,,,,,,
Prodigal Steps,2767830203,"""6917529094988873996""",,Legendary,Leg Armor,,Warlock,744,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,1,2,,Heavy Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Bow Dexterity,Dynamo*,Hand Cannon Scavenger*,Primary Ammo Finder,,,,
Vigil of Heroes,506100699,"""6917529080448351765""",,Legendary,Titan Mark,strikes,Titan,594,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 1 Armor*,Vanguard Veteran*,Recuperation,Better Already*,Pulse Rifle Reserves*,Sword Scavenger,,,,,,
Tangled Web Bond,4256272077,"""6917529095376259837""",,Legendary,Warlock Bond,,Warlock,725,Void Damage Resistance,3,Vault,false,false,2,4,,5,1,0,0,0,,Tier 3 Armor*,Recuperation*,Better Already,Submachine Gun Reserves*,Sniper Rifle Reserves,,,,,,,
Solstice Bond (Scorched),1841030642,"""6917529062129195953""",,Uncommon,Warlock Bond,,Warlock,200,,,Vault,false,false,1,3,Solstice of Heroes,N/A,N/A,0,0,0,,No Armor Glow*,,,,,,,,,,,
Dragonfly Regalia Gauntlets,2614454204,"""6917529080282132899""",,Legendary,Gauntlets,eververse,Titan,10,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,0,1,2,,Tier 2 Armor*,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Hand Cannon Loader*,Sniper Rifle Loader,Rocket Launcher Scavenger*,Sword Scavenger,,,,
Reverie Dawn Bond,3602032567,"""6917529095108011975""",,Legendary,Warlock Bond,dreaming,Warlock,746,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Invigoration,Recuperation*,Better Already,Sidearm Reserves,Primary Ammo Finder*,,,,
Tangled Web Helm,2982412348,"""6917529080279680666""",,Legendary,Helmet,,Titan,597,Solar Damage Resistance,2,Vault,false,false,2,4,,5,4,0,2,1,,Restorative Titan Armor*,Mobility Enhancement Mod,Restorative Mod*,Tier 2 Armor*,Ashes to Assets,Heavy Lifting*,Linear Fusion Rifle Reserves,Heavy Ammo Finder*,,,,
Vigil of Heroes,575676771,"""6917529080448347896""",,Legendary,Helmet,strikes,Hunter,597,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,1,0,2,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Vanguard Veteran*,Linear Fusion Rifle Targeting*,Light Reactor,Grenade Launcher Reserves*,Shotgun Reserves,,,
Wing Theorem,327530279,"""6917529095294935958""",,Legendary,Warlock Bond,crucible,Warlock,749,Arc Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 4 Armor*,Crucible Legacy*,Insulation*,Better Already,Hand Cannon Reserves*,Auto Rifle Scavenger,,,,,,
Annealed Shaper Bond,91359169,"""6917529095297042897""",,Legendary,Warlock Bond,blackarmory,Warlock,750,Arc Damage Resistance,4,Vault,false,false,2,5,,N/A,N/A,0,0,0,,Tier 4 Armor*,New Age Black Armory*,Innervation*,Invigoration,Sword Reserves*,Submachine Gun Scavenger,,,,,,
Scatterhorn Greaves,2243444841,"""6917529080451186076""",,Legendary,Leg Armor,tangled,Titan,595,Arc Damage Resistance,4,Vault,false,false,2,4,,N/A,N/A,0,0,3,,Heavy Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 4 Armor*,Tangled Rust*,Rocket Launcher Dexterity*,Light Arms Dexterity,Submachine Gun Scavenger,Special Ammo Finder*,,,
Arms of Optimacy,2438574026,"""6917529094528814167""",,Legendary,Gauntlets,eververse,Warlock,744,Arc Damage Resistance,2,Vault,false,false,2,7,,N/A,N/A,1,1,1,,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Scout Rifle Loader,Shotgun Loader*,Sniper Rifle Scavenger,Machine Gun Scavenger*,Empty Activity Mod Socket*,,,
Prodigal Robes,1553407343,"""6917529095371465040""",,Legendary,Chest Armor,,Warlock,750,Void Damage Resistance,1,Vault,false,false,2,4,,5,1,1,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Auto Rifle Aim*,Unflinching Sniper Aim,Bow Reserves*,Scout Rifle Reserves,,,,
Vigil of Heroes,1054960580,"""6917529095685496011""",,Legendary,Warlock Bond,strikes,Warlock,750,Solar Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,,Tier 1 Armor*,Vanguard Veteran*,Invigoration*,Better Already,Pulse Rifle Reserves*,Scout Rifle Scavenger,,,,,,
Reverie Dawn Plate,4070309619,"""6917529080282133191""",,Legendary,Chest Armor,dreaming,Titan,593,Arc Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,0,2,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Unflinching Scout Rifle Aim*,Unflinching Sidearm Aim,Enhanced Unflinching Linear Fusion Aim,Auto Rifle Reserves*,Hand Cannon Reserves,
Ancient Apocalypse Gloves,2440840551,"""6917529072920919868""",,Legendary,Gauntlets,gambit,Warlock,522,Arc Damage Resistance,3,Vault,false,false,2,4,,N/A,N/A,0,2,1,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,Gambit Leather*,Rocket Launcher Loader,Sniper Rifle Loader*,Grenade Launcher Scavenger,Special Ammo Finder*,,,
Tangled Web Robes,1034149520,"""6917529095369171253""",,Legendary,Chest Armor,,Warlock,750,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,1,1,2,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Shotgun Aim*,Unflinching Sidearm Aim,Submachine Gun Reserves*,Special Ammo Finder,,,,
Robes of the Great Hunt,3445296383,"""6917529080240475543""",,Legendary,Chest Armor,lastwish,Warlock,600,Solar Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,1,,Mobile Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 2 Armor*,Unflinching Sniper Aim*,Unflinching Energy Aim,Unflinching Light Arms Aim,Bow Reserves*,Sidearm Reserves,,,
Reverie Dawn Greaves,3174233615,"""6917529085081839845""",,Legendary,Leg Armor,dreaming,Titan,625,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Mobile Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Riven's Curse*,Tier 2 Armor*,Burnished Dreams*,Perpetuation*,Dynamo,Distribution,Hand Cannon Scavenger*,Pulse Rifle Scavenger,
Simulator Mask,1763431309,"""6917529050262455590""",,Legendary,Helmet,fwc,Hunter,380,,,Vault,true,false,1,1,,N/A,N/A,2,1,0,,Mobile Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Self-Repairing Mod*,War Simulator Ornament*,Cerulean Divide*,Masterwork Armor*,,,,,
Winterhart Mask,316740353,"""6917529047771312110""",,Legendary,Helmet,eververse,Hunter,380,,,Vault,true,false,1,2,The Dawning,N/A,N/A,1,2,0,,Midnight Talons*,Survivalist Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Self-Repairing Mod*,Masterwork Upgrade*,,,,,,
Helm of the Ace-Defiant,2013109092,"""6917529061885580233""",,Legendary,Helmet,calus,Hunter,380,,,Vault,true,false,1,1,,N/A,N/A,2,1,0,,Mobile Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Empowering Largesse*,Radiant Largesse,Embraced Largesse,Calus's Treasured*,Masterwork Upgrade*,,,,
Ophidia Spathe,3392742912,"""6917529076100798493""",,Exotic,Chest Armor,,Hunter,505,,,Vault,false,false,1,3,,5,7,2,1,1,,Scissor Fingers*,Plasteel Reinforcement Mod*,Restorative Mod,Unflinching Hand Cannon Aim*,Primary Ammo Finder*,,,,,,,
Memory of Cayde Mark,3544711340,"""6917529086158089002""",,Legendary,Titan Mark,,Titan,614,Void Damage Resistance,1,Vault,false,false,2,4,,5,25,0,0,0,,Impact Mod*,Tier 1 Armor*,Invigoration*,Heavy Ammo Finder*,,,,,,,,
Errant Knight 1.0,493299171,"""6917529075794329259""",,Legendary,Gauntlets,,Hunter,505,,,Vault,false,false,1,1,,N/A,N/A,3,0,0,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork Upgrade*,,,,,,,,
Solstice Mask (Scorched),1506728251,"""6917529062134921242""",,Uncommon,Helmet,,Hunter,200,,,Vault,true,false,1,3,Solstice of Heroes,N/A,N/A,1,0,0,,No Armor Glow*,,,,,,,,,,,
Graviton Forfeit,3926392527,"""6917529050419244142""",,Exotic,Helmet,,Hunter,330,,,Vault,true,false,1,2,,1,11,1,1,1,,Vanishing Shadow*,Plasteel Reinforcement Mod*,Restorative Mod,Void Ordnance Mod*,Hand Cannon Targeting*,Special Ammo Finder*,,,,,,
Scatterhorn Grasps,218523139,"""6917529080783786064""",,Legendary,Gauntlets,tangled,Hunter,599,Void Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Tangled Rust*,Linear Fusion Rifle Loader*,Large Weapon Loader,Shotgun Scavenger*,Sniper Rifle Scavenger,,,
Simulator Grips,2415993980,"""6917529050265708674""",,Legendary,Gauntlets,fwc,Hunter,380,,,Vault,true,false,1,1,,N/A,N/A,1,1,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Void Ordnance Mod*,War Simulator Ornament*,Cerulean Divide*,Masterwork Armor*,,,,,
The Took Offense,1099472035,"""6917529062643831214""",,Legendary,Gauntlets,strikes,Hunter,380,,,Vault,false,false,1,1,,N/A,N/A,2,0,1,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,On the Offense Ornament,Steadfast Hunter Ornament,Masterwork Upgrade*,,,,,,
Winterhart Grips,1154659864,"""6917529048376308865""",,Legendary,Gauntlets,eververse,Hunter,380,,,Vault,true,false,1,2,The Dawning,N/A,N/A,1,0,2,,Midnight Talons*,Heavy Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Impact Absorption Mod*,Masterwork Armor*,,,,,,
Tangled Web Grips,3609169817,"""6917529080462405324""",,Legendary,Gauntlets,,Hunter,579,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Power Weapon Loader*,Light Arms Loader,Rocket Launcher Scavenger*,Special Ammo Finder,,,,
Prodigal Grasps,2762426792,"""6917529080872108562""",,Legendary,Gauntlets,,Hunter,573,Void Damage Resistance,1,Vault,false,false,2,4,,N/A,N/A,2,1,0,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Grenade Launcher Loader*,Pulse Rifle Loader,Fusion Rifle Scavenger*,Rocket Launcher Scavenger,,,,
Solstice Gloves (Scorched),1301731333,"""6917529062129194529""",,Uncommon,Gauntlets,,Warlock,200,,,Vault,false,false,1,3,Solstice of Heroes,N/A,N/A,1,0,0,,No Armor Glow*,,,,,,,,,,,
Solstice Grasps (Scorched),3007586538,"""6917529062132863256""",,Uncommon,Gauntlets,,Hunter,200,,,Vault,true,false,1,3,Solstice of Heroes,N/A,N/A,1,0,0,,No Armor Glow*,,,,,,,,,,,
Solstice Robes (Scorched),3101330395,"""6917529062129201602""",,Uncommon,Chest Armor,,Warlock,200,,,Vault,false,false,1,3,Solstice of Heroes,N/A,N/A,1,0,1,,No Armor Glow*,,,,,,,,,,,
Wing Discipline,1063904165,"""6917529075630840079""",,Legendary,Chest Armor,crucible,Titan,526,Arc Damage Resistance,2,Vault,false,false,2,4,,N/A,N/A,2,1,1,,Mobile Titan Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Ordnance Mod*,Tier 2 Armor*,Crucible Legacy*,Unflinching Fusion Rifle Aim,Unflinching Kinetic Aim*,Bow Reserves,Submachine Gun Reserves*,,
Dragonfly Regalia Reaches,2530582647,"""6917529078041137842""",,Legendary,Gauntlets,eververse,Warlock,600,Arc Damage Resistance,3,Vault,true,false,2,4,,N/A,N/A,0,2,2,,Tier 3 Armor*,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Resilience Mod*,Monochromatic*,Impact Induction*,Special Ammo Finder*,,,,
Solstice Vest (Scorched),780038942,"""6917529062134919894""",,Uncommon,Chest Armor,,Hunter,200,,,Vault,true,false,1,3,Solstice of Heroes,N/A,N/A,1,0,1,,No Armor Glow*,,,,,,,,,,,
Vest of the Ace-Defiant,407863747,"""6917529061885578932""",,Legendary,Chest Armor,calus,Hunter,376,,,Vault,true,false,1,1,,N/A,N/A,2,1,1,,Mobile Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Heavy Hitter*,Calus's Treasured*,Masterwork Upgrade*,,,,,,
Raiden Flux,419976110,"""6917529060326428097""",,Exotic,Chest Armor,,Hunter,376,,,Vault,true,false,1,1,,5,6,2,0,2,,Frumious Blue*,Synapse Junctions*,Plasteel Reinforcement Mod*,Restorative Mod,Arc Paragon Mod*,Unflinching Auto Rifle Aim*,Primary Ammo Finder*,,,,,
Winterhart Vest,3309556272,"""6917529047777585732""",,Legendary,Chest Armor,eververse,Hunter,378,,,Vault,true,false,1,2,The Dawning,N/A,N/A,1,1,2,,Midnight Talons*,Heavy Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Void Paragon Mod*,Masterwork Armor*,,,,,,
Solstice Plate (Scorched),1225396570,"""6917529062138620523""",,Uncommon,Chest Armor,,Titan,200,,,Vault,true,false,1,3,Solstice of Heroes,N/A,N/A,1,0,1,,No Armor Glow*,,,,,,,,,,,
Tangled Web Hood,1664085089,"""6917529096653940053""",,Legendary,Helmet,,Warlock,723,Solar Damage Resistance,1,Vault,false,false,2,4,,5,1,1,2,0,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Remote Connection*,Precision Weapon Targeting,Sniper Rifle Reserves*,Sword Reserves,,,,
Solstice Strides (Scorched),2046798468,"""6917529062134918796""",,Uncommon,Leg Armor,,Hunter,200,,,Vault,true,false,1,3,Solstice of Heroes,N/A,N/A,1,0,0,,No Armor Glow*,,,,,,,,,,,
Simulator Boots,1418921862,"""6917529050262456312""",,Legendary,Leg Armor,fwc,Hunter,376,,,Vault,true,false,1,1,,N/A,N/A,0,2,1,,Survivalist Hunter Armor*,Mobility Enhancement Mod,Restorative Mod*,Self-Repairing Mod*,War Simulator Ornament*,Cerulean Divide*,Masterwork Upgrade*,,,,,
Winterhart Strides,3909352274,"""6917529047771315919""",,Legendary,Leg Armor,eververse,Hunter,380,,,Vault,true,false,1,2,The Dawning,N/A,N/A,2,1,0,,Midnight Talons*,Mobile Hunter Armor*,Mobility Enhancement Mod,Restorative Mod*,Self-Repairing Mod*,Masterwork Armor*,,,,,,
Boots of the Ace-Defiant,30962015,"""6917529061885574379""",,Legendary,Leg Armor,calus,Hunter,380,,,Vault,true,false,1,1,,N/A,N/A,2,0,1,,Mobile Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Energized*,Calus's Treasured*,Masterwork Upgrade*,,,,,,
Solstice Cloak (Scorched),109666087,"""6917529062520159891""",,Uncommon,Hunter Cloak,,Hunter,200,,,Vault,true,false,1,3,Solstice of Heroes,N/A,N/A,0,0,0,,No Armor Glow*,,,,,,,,,,,
Entanglement Cloak,2524181305,"""6917529050084825491""",,Legendary,Hunter Cloak,fwc,Hunter,359,,,Vault,true,false,1,1,,N/A,N/A,0,0,0,,War Simulator Ornament*,Cerulean Divide*,Masterwork Upgrade*,,,,,,,,,
Shadow's Cloak,3984534842,"""6917529061883724542""",,Legendary,Hunter Cloak,calus,Hunter,374,,,Vault,true,false,1,1,,N/A,N/A,0,0,0,,Emperor's Shock*,Emperor's Blaze,Emperor's Balance,Calus's Treasured*,Masterwork Upgrade*,,,,,,,
